Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
034730,SK,기타 금융업,712000,44371654236000,367512.6,36731.2,9.29,16.93,1.13,0.4229,FCF 적자
319660,피에스케이,특수 목적용 기계 제조업,169700,5880242942000,1565.9,471.8,7.24,59.46,10.45,0.3394,정상
122640,예스티,특수 목적용 기계 제조업,37500,678265559600,275.0,30.6,2.28,713.64,4.82,0.0512,CB/BW 및 유상증자 이력
005930,삼성전자,통신 및 방송 장비 제조업,340500,1629650161980000,1338734.4,572328.0,9.7,22.59,3.89,0.1977,정상
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",249500,3146976550500,1506.7,419.9,7.74,43.68,7.39,0.4766,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
069960,현대백화점,종합 소매업,189100,3418038552000,9500.6,987.8,1.03,17.31,0.74,0.5449,FCF 적자
402340,SK스퀘어,기타 금융업,1799000,182630406224000,3003.5,82782.9,55.09,11.74,5.05,1.5311,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
089970,브이엠,특수 목적용 기계 제조업,93300,3059170093000,888.9,301.4,12.54,59.56,14.75,0.3666,CB/BW 및 유상증자 이력
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",43000,212542069000,207.0,48.9,4.6,11.59,1.45,1.5256,CB/BW 및 유상증자 이력
028260,삼성물산,기타 전문 도매업,481500,59191167065000,104658.2,7203.6,1.55,24.61,0.96,0.0391,정상
004170,신세계,종합 소매업,685000,5742670048000,18471.4,1978.2,2.14,76.81,1.14,0.3672,정상
095610,테스,특수 목적용 기계 제조업,162500,4152720000000,972.4,222.0,5.99,64.0,9.26,0.8701,CB/BW 및 유상증자 이력
000660,SK하이닉스,반도체 제조업,2580000,1490260645215000,525762.9,376102.8,24.54,20.11,8.76,1.0723,정상
222800,심텍,전자부품 제조업,117700,4548121223400,4224.0,137.1,2.42,-14.35,7.61,0.3156,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
032830,삼성생명,보험업,433000,67400000000000,147194.0,13578.1,1.49,23.51,0.75,0.2575,정상
009150,삼성전기,전자부품 제조업,1964000,105766273536000,32091.1,2805.7,2.5,133.47,10.88,2.6046,정상
159010,아스플로,일반 목적용 기계 제조업,19160,219489803940,283.0,13.8,2.42,-10.32,4.28,1.8034,정상
080220,제주반도체,반도체 제조업,112900,3079189270200,1805.0,671.1,25.58,27.1,9.84,1.0674,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
093370,후성,기초 화학물질 제조업,18360,1371795670700,1414.5,92.6,-1.77,-164.82,3.98,0.8535,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
356680,엑스게이트,소프트웨어 개발 및 공급업,22350,334529726240,97.0,2.0,11.45,63.46,6.87,1.6035,DART 데이터 미비
219130,타이거일렉,전자부품 제조업,62800,513351777000,268.0,35.0,12.73,70.49,8.43,0.356,DART 데이터 미비
004710,한솔테크닉스,전자부품 제조업,11770,419296615440,3160.0,141.1,2.33,-9.73,1.17,0.8752,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
